P From Mw,Q From Mvar,P To Mw,Q To Mvar,Pl Mw,Ql Mvar,I From Ka,I To Ka,I Ka,Vm From Pu,Va From Degree,Vm To Pu,Va To Degree,Loading Percent
0.3006732157126635,0.7010338666004827,-0.3004327806445776,-0.7006491704915453,0.00024043506808585358,0.00038469610893743234,0.004003623925777537,0.004003623925777537,0.004003623925777537,1.0,0.0,0.9994122655370541,0.0052107451099243345,0.4003623925777537
0.30043278360988335,0.7006491693116438,-0.30000000048723324,-0.6999999946276685,0.00043278312265010443,0.0006491746839752954,0.0040036239262196535,0.004003623926219653,0.0040036239262196535,0.9994122655370541,0.0052107451099243345,0.9984065133319964,0.015888198675295978,0.4003623926219653
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984065133319964,0.015888198675295978,0.9984065133319964,0.015888198675295978,0.0
